Token1	Label1	Offset1	Token2	Label2	Offset2	Relation	Sentence
mutants	Var	(159, 166)	bone morphogenetic protein (Bmp) genes	Gene	(18, 56)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
induced	PosReg	(102, 109)	Bmp4	Gene	(66, 70)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
mutants	Var	(159, 166)	Bmp4	Gene	(66, 70)	NoRelation	The expression of bone morphogenetic protein (Bmp) genes, such as Bmp4 and Bmp7, was also ectopically induced in the epithelia of the URS in the β-catenin GOF mutants.
expression	MPA	(4, 14)	mutants	Var	(124, 131)	NoRelation	The expression of the Msx2 gene and phosphorylated-Smad1/5/8, possible readouts of Bmp signaling, was also increased in the mutants.
readouts of Bmp signaling	MPA	(71, 96)	Msx2 gene	Gene	(22, 31)	NoRelation	The expression of the Msx2 gene and phosphorylated-Smad1/5/8, possible readouts of Bmp signaling, was also increased in the mutants.
mutants	Var	(124, 131)	Msx2 gene	Gene	(22, 31)	NoRelation	The expression of the Msx2 gene and phosphorylated-Smad1/5/8, possible readouts of Bmp signaling, was also increased in the mutants.
Msx2 gene	Gene	(22, 31)	increased	PosReg	(107, 116)	NoRelation	The expression of the Msx2 gene and phosphorylated-Smad1/5/8, possible readouts of Bmp signaling, was also increased in the mutants.
mutants	Var	(124, 131)	readouts of Bmp signaling	MPA	(71, 96)	NoRelation	The expression of the Msx2 gene and phosphorylated-Smad1/5/8, possible readouts of Bmp signaling, was also increased in the mutants.
expression	MPA	(4, 14)	readouts of Bmp signaling	MPA	(71, 96)	NoRelation	The expression of the Msx2 gene and phosphorylated-Smad1/5/8, possible readouts of Bmp signaling, was also increased in the mutants.
ARM	Disease	(33, 36)	β-catenin	Protein	(55, 64)	NoRelation	These results indicate that some ARM phenotypes in the β-catenin GOF mutants were caused by abnormal Bmp signaling.
ARM	Disease	(33, 36)	Bmp signaling	MPA	(101, 114)	NoRelation	These results indicate that some ARM phenotypes in the β-catenin GOF mutants were caused by abnormal Bmp signaling.
Bmp signaling	MPA	(101, 114)	mutants	Var	(69, 76)	NoRelation	These results indicate that some ARM phenotypes in the β-catenin GOF mutants were caused by abnormal Bmp signaling.
β-catenin	Protein	(55, 64)	GOF	PosReg	(65, 68)	NoRelation	These results indicate that some ARM phenotypes in the β-catenin GOF mutants were caused by abnormal Bmp signaling.
ARM	Disease	(33, 36)	mutants	Var	(69, 76)	NoRelation	These results indicate that some ARM phenotypes in the β-catenin GOF mutants were caused by abnormal Bmp signaling.
endodermal β-catenin	Protein	(58, 78)	apoptotic cells	CPA	(13, 28)	NoRelation	Furthermore, apoptotic cells were markedly reduced in the endodermal β-catenin GOF mutant embryos, which counteracted the inhibitory effects of Wif1.
endodermal β-catenin	Protein	(58, 78)	GOF	PosReg	(79, 82)	NoRelation	Furthermore, apoptotic cells were markedly reduced in the endodermal β-catenin GOF mutant embryos, which counteracted the inhibitory effects of Wif1.
mutant	Var	(83, 89)	apoptotic cells	CPA	(13, 28)	NoRelation	Furthermore, apoptotic cells were markedly reduced in the endodermal β-catenin GOF mutant embryos, which counteracted the inhibitory effects of Wif1.
LOF	Var	(134, 137)	DDR	MPA	(162, 165)	NoRelation	We propose that α-MSH increases UV-induced γH2AX to facilitate formation of DNA repair complexes and repair of DNA photoproducts, and LOF of MC1R compromises the DDR and genomic stability of melanocytes.
MC1R	Protein	(141, 145)	genomic stability of melanocytes	CPA	(170, 202)	NoRelation	We propose that α-MSH increases UV-induced γH2AX to facilitate formation of DNA repair complexes and repair of DNA photoproducts, and LOF of MC1R compromises the DDR and genomic stability of melanocytes.
genomic stability of melanocytes	CPA	(170, 202)	DDR	MPA	(162, 165)	NoRelation	We propose that α-MSH increases UV-induced γH2AX to facilitate formation of DNA repair complexes and repair of DNA photoproducts, and LOF of MC1R compromises the DDR and genomic stability of melanocytes.
genomic stability of melanocytes	CPA	(170, 202)	LOF	Var	(134, 137)	NoRelation	We propose that α-MSH increases UV-induced γH2AX to facilitate formation of DNA repair complexes and repair of DNA photoproducts, and LOF of MC1R compromises the DDR and genomic stability of melanocytes.
PCSK9	Gene	(75, 80)	LOF	NegReg	(54, 57)	NoRelation	Here, we show that two hypocholesterolemia-associated LOF mutations in the PCSK9 gene can be accurately imputed into large-scale GWAS datasets which raises the possibility of assessing LOFs through genomics-linked medical records.
hypocholesterolemia	Disease	(23, 42)	mutations	Var	(58, 67)	NoRelation	Here, we show that two hypocholesterolemia-associated LOF mutations in the PCSK9 gene can be accurately imputed into large-scale GWAS datasets which raises the possibility of assessing LOFs through genomics-linked medical records.
PCSK9	Gene	(75, 80)	hypocholesterolemia	Disease	(23, 42)	NoRelation	Here, we show that two hypocholesterolemia-associated LOF mutations in the PCSK9 gene can be accurately imputed into large-scale GWAS datasets which raises the possibility of assessing LOFs through genomics-linked medical records.
contribute	Reg	(53, 63)	cause	Reg	(44, 49)	NoRelation	Increased or ectopic PDGF activity may also cause or contribute to diseases such as cancer and tissue fibrosis.
cancer	Disease	(84, 90)	ectopic	Var	(13, 20)	NoRelation	Increased or ectopic PDGF activity may also cause or contribute to diseases such as cancer and tissue fibrosis.
activity	MPA	(26, 34)	tissue fibrosis	Disease	(95, 110)	NoRelation	Increased or ectopic PDGF activity may also cause or contribute to diseases such as cancer and tissue fibrosis.
activity	MPA	(26, 34)	cancer	Disease	(84, 90)	NoRelation	Increased or ectopic PDGF activity may also cause or contribute to diseases such as cancer and tissue fibrosis.
PDGF	Protein	(21, 25)	tissue fibrosis	Disease	(95, 110)	NoRelation	Increased or ectopic PDGF activity may also cause or contribute to diseases such as cancer and tissue fibrosis.
tissue fibrosis	Disease	(95, 110)	ectopic	Var	(13, 20)	NoRelation	Increased or ectopic PDGF activity may also cause or contribute to diseases such as cancer and tissue fibrosis.
PDGF	Protein	(21, 25)	cancer	Disease	(84, 90)	NoRelation	Increased or ectopic PDGF activity may also cause or contribute to diseases such as cancer and tissue fibrosis.
PDGF-Rβ	Gene	(135, 142)	familial idiopathic basal ganglia calcification	Disease	(147, 194)	NoRelation	This changed in 2013 when reports appeared on presumed LOF mutations in the genes encoding PDGF-B and its receptor PDGF receptor-beta (PDGF-Rβ) in familial idiopathic basal ganglia calcification (IBGC), a brain disease characterized by anatomically localized calcifications in or near the blood microvessels.
PDGF-Rβ	Gene	(135, 142)	LOF	NegReg	(55, 58)	NoRelation	This changed in 2013 when reports appeared on presumed LOF mutations in the genes encoding PDGF-B and its receptor PDGF receptor-beta (PDGF-Rβ) in familial idiopathic basal ganglia calcification (IBGC), a brain disease characterized by anatomically localized calcifications in or near the blood microvessels.
PDGF-B	Gene	(91, 97)	LOF	NegReg	(55, 58)	NoRelation	This changed in 2013 when reports appeared on presumed LOF mutations in the genes encoding PDGF-B and its receptor PDGF receptor-beta (PDGF-Rβ) in familial idiopathic basal ganglia calcification (IBGC), a brain disease characterized by anatomically localized calcifications in or near the blood microvessels.
PDGF-B	Gene	(91, 97)	familial idiopathic basal ganglia calcification	Disease	(147, 194)	NoRelation	This changed in 2013 when reports appeared on presumed LOF mutations in the genes encoding PDGF-B and its receptor PDGF receptor-beta (PDGF-Rβ) in familial idiopathic basal ganglia calcification (IBGC), a brain disease characterized by anatomically localized calcifications in or near the blood microvessels.
mutations	Var	(59, 68)	familial idiopathic basal ganglia calcification	Disease	(147, 194)	NoRelation	This changed in 2013 when reports appeared on presumed LOF mutations in the genes encoding PDGF-B and its receptor PDGF receptor-beta (PDGF-Rβ) in familial idiopathic basal ganglia calcification (IBGC), a brain disease characterized by anatomically localized calcifications in or near the blood microvessels.
inflammatory signals	MPA	(43, 63)	p53	Gene	(7, 10)	NoRelation	Mutant p53 gains new function in promoting inflammatory signals by repression of the secreted interleukin-1 receptor antagonist.
Mutant	Var	(0, 6)	inflammatory signals	MPA	(43, 63)	NoRelation	Mutant p53 gains new function in promoting inflammatory signals by repression of the secreted interleukin-1 receptor antagonist.
repression	NegReg	(67, 77)	p53	Gene	(7, 10)	NoRelation	Mutant p53 gains new function in promoting inflammatory signals by repression of the secreted interleukin-1 receptor antagonist.
p53	Gene	(7, 10)	promoting	PosReg	(33, 42)	NoRelation	Mutant p53 gains new function in promoting inflammatory signals by repression of the secreted interleukin-1 receptor antagonist.
Missense mutations	Var	(0, 18)	tumor malignancy	CPA	(80, 96)	NoRelation	Missense mutations can add novel functions (gain-of-function, GOF) that promote tumor malignancy.
tumor malignancy	CPA	(46, 62)	mutant	Var	(20, 26)	NoRelation	Here we report that mutant (mut) p53 promotes tumor malignancy by suppressing the expression of a natural occurring anti-inflammatory cytokine, the secreted interleukin-1 receptor antagonist (sIL-1Ra, IL1RN).
expression	MPA	(82, 92)	mutant	Var	(20, 26)	NoRelation	Here we report that mutant (mut) p53 promotes tumor malignancy by suppressing the expression of a natural occurring anti-inflammatory cytokine, the secreted interleukin-1 receptor antagonist (sIL-1Ra, IL1RN).
tumor malignancy	CPA	(46, 62)	expression	MPA	(82, 92)	NoRelation	Here we report that mutant (mut) p53 promotes tumor malignancy by suppressing the expression of a natural occurring anti-inflammatory cytokine, the secreted interleukin-1 receptor antagonist (sIL-1Ra, IL1RN).
p53	Gene	(33, 36)	tumor malignancy	CPA	(46, 62)	NoRelation	Here we report that mutant (mut) p53 promotes tumor malignancy by suppressing the expression of a natural occurring anti-inflammatory cytokine, the secreted interleukin-1 receptor antagonist (sIL-1Ra, IL1RN).
p53	Gene	(33, 36)	promotes	PosReg	(37, 45)	NoRelation	Here we report that mutant (mut) p53 promotes tumor malignancy by suppressing the expression of a natural occurring anti-inflammatory cytokine, the secreted interleukin-1 receptor antagonist (sIL-1Ra, IL1RN).
p53	Gene	(33, 36)	suppressing	NegReg	(66, 77)	NoRelation	Here we report that mutant (mut) p53 promotes tumor malignancy by suppressing the expression of a natural occurring anti-inflammatory cytokine, the secreted interleukin-1 receptor antagonist (sIL-1Ra, IL1RN).
p53	Gene	(33, 36)	expression	MPA	(82, 92)	NoRelation	Here we report that mutant (mut) p53 promotes tumor malignancy by suppressing the expression of a natural occurring anti-inflammatory cytokine, the secreted interleukin-1 receptor antagonist (sIL-1Ra, IL1RN).
mutp53	Var	(13, 19)	sIL-1Ra production	MPA	(62, 80)	NoRelation	We show that mutp53 but not wild-type (wt) p53 suppresses the sIL-1Ra production in conditioned media of cancer cells.
lipodystrophy	Disease	(90, 103)	mutations	Var	(41, 50)	NoRelation	In rare families, loss-of-function (LOF) mutations in PPARG are known to cosegregate with lipodystrophy and insulin resistance; in the general population, the common P12A variant is associated with a decreased risk of type 2 diabetes (T2D).
lipodystrophy	Disease	(90, 103)	PPARG	Gene	(54, 59)	NoRelation	In rare families, loss-of-function (LOF) mutations in PPARG are known to cosegregate with lipodystrophy and insulin resistance; in the general population, the common P12A variant is associated with a decreased risk of type 2 diabetes (T2D).
PPARG	Gene	(54, 59)	type 2 diabetes	Disease	(218, 233)	NoRelation	In rare families, loss-of-function (LOF) mutations in PPARG are known to cosegregate with lipodystrophy and insulin resistance; in the general population, the common P12A variant is associated with a decreased risk of type 2 diabetes (T2D).
P12A	Var	(166, 170)	lipodystrophy	Disease	(90, 103)	NoRelation	In rare families, loss-of-function (LOF) mutations in PPARG are known to cosegregate with lipodystrophy and insulin resistance; in the general population, the common P12A variant is associated with a decreased risk of type 2 diabetes (T2D).
P12A	Var	(166, 170)	mutations	Var	(41, 50)	NoRelation	In rare families, loss-of-function (LOF) mutations in PPARG are known to cosegregate with lipodystrophy and insulin resistance; in the general population, the common P12A variant is associated with a decreased risk of type 2 diabetes (T2D).
